"V1","V2","V3","V4","V5"
-0.721178024264192,0.95400120552743,-0.661891316233673,0.08762318300166,0.180767842896857
-0.721178024264192,0.95400120552743,-1.13169251128855,-0.0674068508047622,0.118628916945843
-0.721178024264192,0.95400120552743,-1.06445339824721,-0.0674068508047622,0.118628916945843
-0.721178024264192,0.95400120552743,-1.06445339824721,-0.0674068508047622,0.118628916945843
-0.721178024264192,0.996199227037711,-0.926092569421899,-0.0674068508047622,0.118628916945843
-0.721178024264192,0.996199227037711,-0.926092569421899,-0.0674068508047622,0.118628916945843
-0.721178024264192,0.996199227037711,-0.926092569421899,-0.0674068508047622,-0.112581872583525
-0.721178024264192,0.996199227037711,-0.934507863944088,-0.0674068508047622,-0.112581872583525
-0.721178024264192,0.996199227037711,-0.934507863944088,-0.0674068508047622,-0.112581872583525
-0.721178024264192,0.996199227037711,-0.934507863944088,-0.0674068508047622,-0.112581872583525
-0.721178024264192,1.24833392002895,-0.934507863944088,-0.0674068508047622,-0.112581872583525
-0.721178024264192,1.24833392002895,-0.934507863944088,-0.0674068508047622,-0.112581872583525
-0.721178024264192,1.24833392002895,-0.934507863944088,0.0844682047484444,0.0709422198915849
-0.721178024264192,1.24833392002895,-0.934507863944088,0.0844682047484444,0.0709422198915849
-0.721178024264192,1.24833392002895,-0.934507863944088,0.161149279913406,0.0709422198915849
-0.721178024264192,1.24833392002895,-1.00709702557115,-0.0686131615366302,0.0709422198915849
-0.721178024264192,1.24833392002895,-1.00709702557115,-0.0686131615366302,0.0709422198915849
-0.721178024264192,1.24833392002895,-1.00709702557115,-0.117561789318462,-0.0506769052707089
-0.721178024264192,1.24833392002895,-1.00709702557115,-0.117561789318462,-0.0506769052707089
-0.721178024264192,1.24833392002895,-1.00709702557115,-0.170398254321156,-0.0506769052707089
-0.721178024264192,1.24833392002895,-0.83952613198673,-0.0387698715529144,-0.0506769052707089
-0.721178024264192,1.24833392002895,-0.929795051359728,-0.0387698715529144,-0.0506769052707089
-0.479700998223896,1.24833392002895,-0.929795051359728,-0.0387698715529144,0.103208791679837
-0.479700998223896,1.24833392002895,-0.929795051359728,-0.0387698715529144,0.103208791679837
-0.479700998223896,1.24833392002895,-0.929795051359728,-0.0387698715529144,-0.317139113857809
-0.479700998223896,1.41014953871293,-1.03131429599227,-0.0387698715529144,-0.112108131140586
-0.479700998223896,1.41014953871293,-1.03131429599227,-0.0387698715529144,-0.112108131140586
-0.479700998223896,1.41014953871293,-1.03131429599227,-0.0387698715529144,-0.0648591561680998
-0.479700998223896,1.41014953871293,-1.03131429599227,-0.0387698715529144,-0.0648591561680998
-0.365775245693058,1.41014953871293,-1.03131429599227,0.0696653710745859,-0.0648591561680998
-0.365775245693058,1.41014953871293,-1.03131429599227,0.0696653710745859,-0.0648591561680998
-0.365775245693058,1.41014953871293,-1.06158333788233,-0.11722389297934,-0.0648591561680998
-0.365775245693058,1.41014953871293,-1.06158333788233,-0.11722389297934,0.294065021509572
-0.365775245693058,1.41014953871293,-1.2075352583515,-0.11722389297934,0.294065021509572
-0.321255778978532,1.41014953871293,-0.97421077048,-0.11722389297934,0.460434938085402
-0.321255778978532,1.08842455346357,-0.922809519566663,-0.11722389297934,0.460434938085402
-0.321255778978532,1.05952924101656,-0.857160972993801,-0.11722389297934,0.546102451833643
-0.321255778978532,1.05952924101656,-0.54576141946927,-0.142371740562069,0.237507821455399
-0.299155795418256,1.05952924101656,-0.54576141946927,-0.128187772604502,0.171499127025143
-0.563730068179201,1.05952924101656,-0.54576141946927,-0.128187772604502,0.6006561042975
-0.690748148474896,1.05952924101656,-0.54576141946927,-0.22038799967361,0.55878055874304
-0.690748148474896,1.05952924101656,-0.66240487899445,-0.22038799967361,0.407474507682247
-0.690748148474896,1.05952924101656,-0.66240487899445,-0.22038799967361,0.407474507682247
-0.690748148474896,1.05952924101656,-0.755905905565941,-0.22038799967361,0.377764035672895
-0.690748148474896,1.10519489150784,-0.710252519600108,-0.22038799967361,0.394181436735226
-0.690748148474896,1.10519489150784,-0.710252519600108,-0.22038799967361,0.394181436735226
